Value,Key
启用具有前域边框的碰撞,Enable collisions with front domain border
启用具有左域边框的碰撞,Enable collisions with left domain border
开启与其他物体的碰撞,Enable collisions with other objects
启用具有右域边框的碰撞,Enable collisions with right domain border
启用具有顶域边框的碰撞,Enable collisions with top domain border
启用具有后域边框的碰撞,Enable collisons with back domain border
启用具有底部域边框的碰撞,Enable collisons with bottom domain border
启用具有前域边框的碰撞,Enable collisons with front domain border
启用具有左域边框的碰撞,Enable collisons with left domain border
启用具有右域边框的碰撞,Enable collisons with right domain border
启用具有顶域边框的碰撞,Enable collisons with top domain border
启用颜色管理。理想情况下，你可以使用已经转换过的*.TX纹理来代替，因此默认情况下是禁用的。,"Enable color management. Ideally you use *.tx textures already converted instead, hence this is disabled by default."
开启用于权重绘制的色彩区间,Enable color range used for weight visualization in weight painting mode
启用合成器全画幅并且实时GPU计算模式的选项(无分块，降低执行时间和内存使用）,"Enable compositor full frame and realtime GPU execution mode options (no tiling, reduces execution time and memory usage)"
启用合成器全画幅执行模式选项(无分块，降低执行时间和内存使用）,"Enable compositor full frame execution mode option (no tiling, reduces execution time and memory usage)"
启用PDT脚本的控制台调试输出,Enable console debug output from PDT scripts
启用平滑矫正,Enable corrective smooth
在视口中启用矫正平滑修改器,Enable corrective smooth modifier in viewport
启用光子计数,Enable count photons
允许创建负方向边,Enable creation of negative direction edges
允许创建正方向边,Enable creation of positive direction edges
在屏幕上启用游标,Enable cursor on screen
启用曲线抗锯齿,Enable curve anti-aliasing
启用弯曲墙参数,Enable curved wall parameters
启用视差修正体积的自定义设置,Enable custom settings for the parallax correction volume
启用自定义纹理伽玛,Enable custom texture gamma
启用闭合绘制，闭合笔画,"Enable cyclic drawing, closing the stroke"
启用单个虚线笔画闭合,Enable cyclic on individual stroke dashes
"为静止的刚体启用失活性 (可提升性能和稳定性, 但可能会导致问题)",Enable deactivation of resting rigid bodies (increases performance and stability but can cause glitches)
启用死代码消除对构建发布,Enable dead code elimination for publish builds
启用调试日志，这是最详细的选项,"Enable debug log, this is the most verbose option"
启用调试模式,Enable debugging mode
启用默认VR控制器动作，包括控制器姿势和触觉,"Enable default VR controller actions, including controller poses and haptics"
启用降噪,Enable denoising
启用景深,Enable depth of field
启用漫反射次表面散射,Enable diffuse subsurface scatting 
启用直接光采样(下一个事件估计),Enable direct light sampling (Next Event Estimation)
启用直接照明,Enable direct lighting
启用沿 X 向的法线置换,Enable displacement along the X normal
启用沿 Y 向的法线置换,Enable displacement along the Y normal
启用沿 Z 向的法线置换,Enable displacement along the Z normal
启用实时预览,Enable displacement preview
启用置换预览（警告：它将减慢变形速度）,Enable displacement preview (Warning: it will slow down the morphing)
使域可以缩放到以米为单位的大小,Enable domain to be scaled to a size in meters
启用双面自发光,Enable double-sided emission
启用域地板附近的灰尘排放,Enable dust emission near domain floor
借助可自定义的元数据(如预览、描述和标记)，通过资产浏览器更轻松地重新使用选定的数据块,"Enable easier reuse of a data-block through the Asset Browser, with the help of customizable metadata (like previews, descriptions and tags)"
借助可自定义的元数据(如预览、描述和标记)，通过资产浏览器更轻松地重用选定的数据块,"Enable easier reuse of selected data-blocks through the Asset Browser, with the help of customizable metadata (like previews, descriptions and tags)"
为顶点 1启用边创建,Enable edge creation for Vertice 1
为顶点 2启用边创建,Enable edge creation for Vertice 2
为顶点 3启用边创建,Enable edge creation for Vertice 3
为顶点 4启用边创建,Enable edge creation for Vertice 4
启用边数据传递,Enable edge data transfer
在 2D视图中启用对象超出视图边后自动平移,Enable edge panning in 2D view
启用编辑模式边缘平滑，减少锯齿(需要重启),"Enable edit mode edge smoothing, reducing aliasing (requires restart)"
在3D-视图启用某些属性的编辑,Enable editing of certain properties in the 3d-view
在堆栈中启用预设效果,Enable effects of preset in the stack
启用双面发光,Enable emission doublesided
只启用错误选项，这是不那么冗长的选项,"Enable error only, this is the less verbose option"
在编辑中启用实验性的ST3 网格工具,Enable experimental ST3 Meshtools in edit
启用实验功能 (可能不稳定),Enable experimental features (may be unstable)
启用实验性的、不稳定的工具。警告，可能导致错误。使用它的风险由你自己承担.,"Enable experimental, unstable tools. Warning, can lead to errors. Use it at your own risks."
启用导出到 USD 格式,Enable exporting to the USD format
启用面拐数据传递,Enable face corner data transfer
启用面数据传递,Enable face data transfer
启用淡化,Enable fading
启用伪用户,Enable fake user
启用羽骨,Enable feather bones
保存时压缩 .blend 文件,Enable file compression when saving .blend files
开启文件过滤,Enable filtering of files
启用文件浏览器中的文件过滤,Enable filtering of files in the File Browser
启用装饰,Enable finishings
启用流体扩散设置(比如粘度、表面张力),"Enable fluid diffusion settings (e.g. viscosity, surface tension)"
启用流体引导,Enable fluid guiding
启用流体网格(使用放大),Enable fluid mesh (using amplification)
启用流体噪波(使用放大),Enable fluid noise (using amplification)
启用流体粘度设置,Enable fluid viscosity settings
启用导出,Enable for Export
允许进行更多的艺术控制，但渲染速度稍慢,"Enable for more artistic control, but slightly slower renders"
启用框架,Enable frame
启用应用流体预设的功能,Enable functionality to apply fluid presets
在主过程前后启用伽玛校正,Enable gamma correction before and after main process
启用玻璃,Enable glass
启用全局光子,Enable global photons
启用沟槽,Enable gutter
开启使用布料模拟的毛发动力学,Enable hair dynamics using cloth simulation
在渲染的视口中启用高动态范围显示，取消显示亮度，这需要一个支持HDR的显示器和为HDR设计的视图变换，Filmic和AgX不生成HDR颜色,"Enable high dynamic range display in rendered viewport, uncapping display brightness. This requires a monitor with HDR support and a view transform designed for HDR. 'Filmic' and 'AgX' do not generate HDR colors"
启用高精度 (使用放大机制),Enable high resolution (using amplification)
在2D网格上使用时启用，例如在树叶上,"Enable if used on a 2D mesh, e.g. on tree leaves"
启用如果你的场景需要双向复杂的光路和,Enable if your scene requires Bidir for complex light paths and 
"如果您的场景需要复杂光路的Bidir，并且需要在视口渲染中预览，请启用该选项。
如果禁用，则在视口中使用RT Path引擎，该引擎可优化快速反馈，但无法处理复杂的光路","Enable if your scene requires Bidir for complex light paths and you need to preview them in the viewport render. If disabled, the RT Path engine is used in the viewport, which is optimized for quick feedback but can't handle complex light paths"
启用成像器,Enable imager
在“白水”面板中启用,Enable in 'Whitewater' panel
在新场景启用,Enable in New Scenes
"在只能通过小开口看到世界环境的场景中启用（例如，带有小窗户的房间）。请勿在开放场景中使用，因为在这种情况下可能会损害性能。
计算具有多个可见性映射的缓存（类似于自动门户）。请注意，它可能会消耗大量内存。
仅用于最终渲染","Enable in scenes where the world environment is only visible through small openings (e.g. a room with small windows). Do not use in open scenes, as it can be detrimental to performance in this case. Computes a cache with multiple visibility maps (works like automatic portals). Note that it might consume a lot of RAM. 
Only used during final render"
启用信息日志，这是默认选项,"Enable info log, this is default option"
启用外部植物库文件包的安装。 不要用它来重新安装Graswald。,Enable installation of external plant libraries. Do NOT use this to reinstall Graswald.
启用实时调整曲线带到目标表面,Enable interactive aligning curve ribbons to target surface
启用拦截鼠标事件来创建和抓取钉固,Enable interception of mouse events for pin creation and grabbing
在您的用户首选项中启用它:,Enable it in your user preferences:
开启传统中断规则,Enable legacy cut-offs rules
在菜单中启用旧版几何节点,Enable legacy geometry nodes in the menu
开启传统无缩放点云,Enable legacy non scaling of Point Clouds
开启传统折射影响Alpha通道,Enable legacy refraction affects alpha channel
启用python API 中的库重写模板,Enable library override template in the python API
启用文件加载时库重写自动重新同步检测和的处理。处理需要手动重新同步(强制)处理的旧.blend文件时禁用,Enable library overrides automatic resync detection and process on file load. Disable when dealing with older .blend files that need manual Resync (Enforce) handling
需要启用焦散光线追踪,Enable light tracing for caustic AOV
启用列表(向量和指数)换行.,Enable line breaks in lists (vectors and indices). 
启用列表(向量和指数)换行.禁用:列出一条线导出,Enable line breaks in lists (vectors and indices). Disabled: lists are exported in one line
启用线性机动,Enable linear motor
启用日志输出到控制台/终端/标准输出.,Enable log output to console / terminal / standard output.
启用日志输出到外部文件,Enable log output to external file
启用日志输出到内部Blender的文本缓冲区,Enable log output to internal Blender's text buffer
启用日志记录,Enable logging
启用记录到窗口>系统控制台,Enable logging to Window > System console
"启用低质量模式,有助于预览","Enable low quality mode, useful for preview"
启用材质边界,Enable material boundaries
启用材质置换,Enable material displacement
在 X 轴向上启用网格对称,Enable mesh symmetry in the X axis
在 Y 轴向上启用网格对称,Enable mesh symmetry in the Y axis
在 Z 轴向上启用网格对称,Enable mesh symmetry in the Z axis
